Sl no.,Hotel Name,PartnerRef,POS,Bid CPC,Opportunity CPC,Hotel Impr,Clicks,Cost,Avg. CPC,Top Pos Share,Impr Share,Outbid Ratio,Beat,Meet,Lose,Unavailability,Max Potential,Bookings,Booking Rate,CPA,Gross Rev,ABV,Booking Value Index,Net Rev,Net Rev/Click,Profit,ROAS,Margin,Region,Country,City,Stars,Rating
342,OYO 7547 Hotel Burans Residency,DNT002,IN,0.18,0.23,944,92,17.36,0.19,0.9184,0.9195,0,0.4873,0,0.4322,0.0805,479,2,0.0217,0.2815,61.68,30.84,Average,0,0,-17.36,0,0,Uttarakhand,India,Dhanaulti,3,83.46
343,OYO 10620 Kodai Mist,KQN057,IN,0.25,0.37,11310,91,25.8,0.28,0.8773,0.9424,0,0.934,0,0.0084,0.0576,9568,4,0.044,0.1857,138.97,34.74,Above Average,0,0,-25.8,0,0,Tamil Nadu,India,Kodaikanal,3,83.65
344,OYO 14506 Lalitha Convention,VSK138,IN,0.16,0.21,7009,91,26.64,0.29,0.9942,0.9942,0,0.9893,0,0.0049,0.0058,6537,4,0.044,0.5736,46.44,11.61,Above Average,0,0,-26.64,0,0,Andhra Pradesh,India,Visakhapatnam,3,81.8
345,OYO 11944 Rajat Residency,MBL053,IN,0.12,0.37,35637,91,14.83,0.16,0.02,0.9321,0.0002,0.0868,0.0001,0.8454,0.0677,24375,0,0,,0,,Low,0,0,-14.83,0,,Maharashtra,India,Mahabaleshwar,3,82.34
346,OYO 695 Hotel Silver Leaf,NOD035,IN,0.32,0.37,4544,91,36.07,0.4,0.6543,0.9029,0,0.5447,0.0011,0.3572,0.0971,3693,9,0.0989,0.242,149.07,16.56,High,0,0,-36.07,0,0,Uttar Pradesh,India,Noida,3,78.38
347,OYO 10021 Hotel De Alcazar,GOA1036,IN,0.16,0.19,4587,91,17.9,0.2,0.8348,0.8666,0.0003,0.8332,0,0.0334,0.1334,3235,1,0.011,0.1648,108.6,108.6,Below Average,0,0,-17.9,0,0,Goa,India,Calangute,3,84.75
348,OYO 3441 Hotel Veer Residency,MUM228,IN,0.12,0.15,2913,91,9.4,0.1,0.943,0.9629,0.0647,0.6619,0.0003,0.3007,0.0371,2767,2,0.022,0.2353,39.95,19.98,Average,0,0,-9.4,0,0,Maharashtra,India,Navi Mumbai,3,83.92
349,OYO 9985 Hotel Sekhon Grand,JAL041,IN,0.32,0.38,5441,91,23.92,0.26,0.925,0.9653,0,0.9011,0.0002,0.064,0.0347,4739,10,0.1099,0.1327,180.2,18.02,High,5.73,0.06,-18.19,0.2395,0.0318,Punjab,India,Jalandhar,3,82.23
350,OYO 3426 Hotel White Inn Agra,AGR116,IN,0.12,0.43,6873,91,42.22,0.46,0.694,0.9763,0.0009,0.5076,0,0.4695,0.0228,4912,2,0.022,1.3567,31.12,15.56,Below Average,1.24,0.01,-40.98,0.0294,0.0398,Uttar Pradesh,India,Agra,3,77.77
351,OYO 9242 Le-Leisure Hotel,ALD003,IN,0.13,0.14,7871,91,26.4,0.29,0.8131,0.9496,0,0.3022,0.0042,0.6431,0.0504,5934,5,0.0549,0.116,227.59,45.52,Average,0,0,-26.4,0,0,Uttar Pradesh,India,Allahabad,3,83.44
352,OYO 9304 Hotel Swastika,JAI350,IN,0.32,0.35,12878,91,32.6,0.36,0.1673,0.8938,0.0007,0.0374,0.0005,0.8566,0.1056,10134,6,0.0659,0.2298,141.85,23.64,Below Average,2.12,0.02,-30.48,0.065,0.0149,Rajasthan,India,Jaipur,3,88.06
353,OYO 7541 Hotel Happy Home Bhimtal,NAN146,IN,0.11,0.31,11777,90,43,0.48,0.1854,0.948,0,0.1262,0.0003,0.8215,0.052,8794,0,0,,0,,Low,0,0,-43,0,,Uttarakhand,India,Nainital,3,85.69
354,OYO 7727 Hotel Sarovar Grand,MUM502,IN,0.21,0.31,7759,90,26.27,0.29,0.4079,0.9423,0.0003,0.1266,0.0001,0.8156,0.0577,6907,3,0.0333,0.2802,93.76,31.25,Below Average,0,0,-26.27,0,0,Maharashtra,India,Mumbai,3,87.98
355,OYO 10265 Hotel Galaxy,AHM325,IN,0.19,0.26,3626,90,27.19,0.3,0.3036,0.9371,0.0003,0.428,0.0014,0.508,0.0626,2939,4,0.0444,0.2701,100.67,25.17,Low,0,0,-27.19,0,0,Gujarat,India,Ahmedabad,3,85.46
356,OYO 4889 Hotel Moon 2,NAN075,IN,0.19,0.25,3846,90,17.86,0.2,0.5317,0.7561,0,0.1537,0,0.6024,0.2439,2485,2,0.0222,0.4018,44.45,22.22,Above Average,0,0,-17.86,0,0,Uttarakhand,India,Nainital,3,86.31
357,OYO 1174 Shanti Bhawan Heritage,JOD005,IN,0.23,0.29,5021,90,23.99,0.27,0.5919,0.8648,0.0007,0.2225,0,0.6429,0.1346,3258,5,0.0556,0.218,110.06,22.01,Above Average,0,0,-23.99,0,0,Rajasthan,India,Jodhpur,3,80.84
358,OYO 8077 Hotel Madhuban,NAN149,IN,0.13,0.18,16941,90,20.69,0.23,0.0867,0.9344,0.001,0.0606,0.0001,0.8746,0.0647,12780,3,0.0333,0.309,66.95,22.32,Low,0,0,-20.69,0,0,Uttarakhand,India,Nainital,3,91.38
359,OYO 1864 Hotel Yuvraj,RCH006,IN,0.32,0.36,10000,89,33.49,0.38,0.1505,0.9546,0.0002,0.0725,0,0.8823,0.0452,5746,5,0.0562,0.1142,293.37,58.67,Below Average,0,0,-33.49,0,0,Jharkhand,India,Ranchi,3,82.21
360,OYO 13479 Hotel Grand Nakshatra,AND008,IN,0.21,0.26,3767,89,14.37,0.16,0.9918,0.9918,0.0019,0.9896,0,0.0021,0.0082,3502,8,0.0899,0.1172,122.58,15.32,Above Average,5.05,0.06,-9.32,0.3514,0.0412,Gujarat,India,Anand,3,78.22
361,OYO 9716 near Madgaon Railway Station,GOA933,IN,0.11,0.14,2816,89,16.43,0.18,0.6939,0.8952,0.0244,0.4656,0.0007,0.4304,0.1033,2033,1,0.0112,1.0525,15.61,15.61,Low,0,0,-16.43,0,0,Goa,India,Margao,3,85.14
362,OYO 12997 The Rope,DRG095,IN,0.13,0.2,7769,88,22.57,0.26,0.4546,0.8947,0,0.2226,0.0006,0.6715,0.1053,5866,1,0.0114,0.1724,130.91,130.91,Below Average,0,0,-22.57,0,0,West Bengal,India,Darjeeling,3,85.57
363,OYO 12496 Skyotel,LCK221,IN,0.22,0.27,25319,88,39.85,0.45,0.0608,0.9441,0.0003,0.1342,0.0006,0.8096,0.0556,14882,1,0.0114,1.6352,24.37,24.37,Low,3.65,0.04,-36.2,0.0916,0.1498,Uttar Pradesh,India,Lucknow,3,85.58
364,OYO 15223 Hotel Eshosans Palace,SHI058,IN,0.21,0.24,3067,88,17.96,0.2,0.9322,0.9413,0,0.5308,0.0007,0.4098,0.0587,2567,5,0.0568,0.1888,95.12,19.02,High,0,0,-17.96,0,0,Maharashtra,India,Shirdi,3,85.64
365,OYO 9443 Hotel Ramakrishna,CHN481,IN,0.13,0.15,2560,88,9.96,0.11,0.8492,0.9348,0.0083,0.9348,0,0,0.0652,2053,5,0.0568,0.0427,233.48,46.7,High,25.3,0.29,15.34,2.5402,0.1084,Tamil Nadu,India,Mahabalipuram,3,86.98
366,OYO 1732 Hotel The days Inn,JAL006,IN,0.16,0.22,6174,87,28.01,0.32,0.3858,0.9409,0.0019,0.0884,0.0045,0.8497,0.0573,4875,4,0.046,0.4458,62.83,15.71,Low,2.18,0.03,-25.83,0.0778,0.0347,Punjab,India,Jalandhar,3,87.04
367,OYO 10696 Hotel Jagat,SRG040,IN,0.19,0.23,5029,87,18.82,0.22,0.5699,0.8996,0,0.4715,0,0.4281,0.1004,3988,2,0.023,0.2584,72.84,36.42,Low,0,0,-18.82,0,0,West Bengal,India,Darjeeling,3,82.1
368,OYO 12134 Home Luxury Studios Calangute,GOA1248,IN,0.11,0.18,3067,87,31.47,0.36,0.9843,0.999,0.0029,0.4767,0,0.5223,0.001,2567,0,0,,0,,Above Average,0,0,-31.47,0,,Goa,India,Calangute,0,80.48
369,OYO Townhouse 013 New Friends Colony,DEL747,IN,0.21,0.34,7221,87,40.28,0.46,0.5602,0.945,0.0001,0.3336,0.0001,0.6114,0.0548,5092,5,0.0575,0.1891,212.96,42.59,High,4.74,0.05,-35.54,0.1177,0.0223,Delhi,India,Delhi,4,87.78
370,OYO 12257 Hotel Sai Suites,MUM655,IN,0.3,0.45,7589,87,26.24,0.3,0.2696,0.9004,0.0007,0.0984,0.0008,0.8018,0.099,4613,1,0.0115,0.3798,69.09,69.09,Above Average,0,0,-26.24,0,0,Maharashtra,India,Mumbai,3,84.92
371,OYO 15915 Hotel Star Inn,PUR149,IN,0.11,0.42,7003,87,18.67,0.21,0.4472,0.9196,0.0033,0.4834,0,0.4364,0.0803,5704,1,0.0115,1.682,11.1,11.1,Below Average,0,0,-18.67,0,0,Odisha,India,Puri,3,84.49
372,OYO 15243 Hotel Gulab Resort,PUS027,IN,0.12,0.22,3571,87,22.79,0.26,0.9062,0.953,0.0003,0.9518,0,0.0011,0.047,2958,1,0.0115,1.2986,17.55,17.55,Low,0,0,-22.79,0,0,Rajasthan,India,Pushkar,3,85.75
373,OYO 8928 Les Boganveillea,PNY062,IN,0.12,0.27,3932,87,16.96,0.19,0.5671,0.8838,0,0.19,0,0.6938,0.1162,2704,0,0,,0,,Low,0,0,-16.96,0,,Pondicherry,India,Puducherry,3,87.67
374,OYO 11419 Surya Residency,BLR806,IN,0.17,0.23,5534,87,30.78,0.35,0.6549,0.9185,0,0.6057,0.0002,0.3126,0.0815,4671,3,0.0345,0.6599,46.64,15.55,Average,0,0,-30.78,0,0,Karnataka,India,Bengaluru,3,83.4
375,OYO 10338 Hotel Aadesh Palace,VNS126,IN,0.31,0.36,14885,87,33.22,0.38,0.1768,0.9105,0,0.1096,0.0004,0.8005,0.0895,12300,6,0.069,0.1275,260.65,43.44,Above Average,11.89,0.14,-21.33,0.3579,0.0456,Uttar Pradesh,India,Varanasi,3,85.43
376,OYO 4042 Hotel Mehar Residency,IND072,IN,0.14,0.25,7367,87,26.68,0.31,0.3919,0.9256,0,0.49,0.0003,0.4353,0.0744,6078,3,0.0345,0.0447,597,199,Below Average,0,0,-26.68,0,0,Madhya Pradesh,India,Indore,3,83.41
377,OYO 10180 Hotel Value,PTB008,IN,0.11,0.25,16025,87,12.89,0.15,0.1281,0.8774,0.0002,0.1682,0,0.7094,0.1224,10747,3,0.0345,0.2773,46.48,15.49,Low,6.97,0.08,-5.92,0.5407,0.15,Andaman and Nicobar Islands,India,Port Blair,3,85.4
378,OYO 6939 Hotel Aashiana,BTI021,IN,0.13,0.24,2477,86,20.63,0.24,0.9778,0.9794,0,0.799,0,0.1805,0.0206,1612,6,0.0698,0.2131,96.82,16.14,Average,0,0,-20.63,0,0,Punjab,India,Bathinda,3,84.2
379,OYO 15654 Hotel Gajanan Pride,NSK048,IN,0.23,0.26,2849,86,20.63,0.24,0.9747,0.9747,0,0.6732,0,0.3015,0.0253,2465,8,0.093,0.1555,132.71,16.59,Above Average,2.01,0.02,-18.62,0.0974,0.0151,Maharashtra,India,Nashik,3,81.95
380,OYO 15650 Tourist Inn,ABU060,IN,0.11,0.12,3056,86,8.61,0.1,0.9915,0.9915,0.0295,0.9895,0,0.0023,0.0082,2416,0,0,,0,,Low,0,0,-8.61,0,,Rajasthan,India,Mount Abu,3,80.22
381,OYO 10694 Hotel Royal Inn,SHM265,IN,0.14,0.2,8745,86,20.02,0.23,0.1349,0.953,0,0.113,0.0002,0.8398,0.047,7516,2,0.0233,0.2488,80.46,40.23,Low,5.28,0.06,-14.74,0.2637,0.0656,Himachal Pradesh,India,Solan,3,81.67
382,OYO Flagship 061 Tirupati Railway Station,TPI061,IN,0.13,0.21,7957,86,19.56,0.23,0.5748,0.7782,0,0.3695,0,0.4087,0.2218,5444,8,0.093,0.0844,231.86,28.98,High,0,0,-19.56,0,0,Andhra Pradesh,India,Tirupati,3,78.99
383,OYO 3043 Ave Maria,GOA257,IN,0.18,0.23,1420,86,13.96,0.16,0.9246,0.9423,0.0015,0.919,0,0.0232,0.0577,1110,2,0.0233,0.1335,104.55,52.28,Below Average,0,0,-13.96,0,0,Goa,India,Velha Goa,3,81.57
384,OYO 8767 Hotel Landmark,MNL020,IN,0.11,0.7,21256,86,33.49,0.39,0.0625,0.958,0.0006,0.1921,0.0017,0.7648,0.0414,14540,1,0.0116,3.1067,10.78,10.78,Low,0,0,-33.49,0,0,Himachal Pradesh,India,Manali,3,85.86
385,OYO 4316 Hotel Sai Empire,SHI029,IN,0.12,0.13,1589,86,8.78,0.1,0.893,0.8999,0.0874,0.8987,0,0.0013,0.1001,1163,5,0.0581,0.0653,134.48,26.9,Above Average,0,0,-8.78,0,0,Maharashtra,India,Shirdi,3,80
386,OYO 13841 Whispering Woods,MNL351,IN,0.21,0.32,1269,86,15.49,0.18,0.7928,0.948,0.0008,0.6351,0,0.3128,0.052,948,2,0.0233,0.1795,86.29,43.14,High,0,0,-15.49,0,0,Himachal Pradesh,India,Manali,3,86.94
387,OYO 7358 Hotel Jagdish Residency,KTR061,IN,0.12,0.34,26431,86,14.22,0.17,0.0488,0.8299,0.0022,0.1177,0.0004,0.7136,0.1683,18049,0,0,,0,,Low,0,0,-14.22,0,,Jammu and Kashmir,India,Katra,3,80.39
388,OYO 3538 Hotel Mahamaya,SHM055,IN,0.11,0.23,20754,86,15.79,0.18,0.0431,0.9607,0.0016,0.1402,0.0003,0.8209,0.0387,15826,1,0.0116,0.2072,76.19,76.19,Low,0,0,-15.79,0,0,Himachal Pradesh,India,Shimla,3,81.9
389,OYO 7293 Basilica Holiday Home,LNL023,IN,0.12,0.18,8876,86,17.04,0.2,0.2686,0.7779,0.0019,0.1929,0,0.5851,0.2221,5726,1,0.0116,0.5394,31.59,31.59,Low,0,0,-17.04,0,0,Maharashtra,India,Lonavala,3,80.5
390,OYO 9338 Hotel InTown,NOD260,IN,0.14,0.18,771,85,12.69,0.15,0.7588,0.9209,0.0014,0.9196,0,0.0013,0.0791,489,4,0.0471,0.1107,114.67,28.67,Below Average,0,0,-12.69,0,0,Uttar Pradesh,India,Noida,3,84.59
391,OYO 9565 Hotel New Shiv Murti,HRD113,IN,0.11,0.51,16327,85,22.68,0.27,0.0706,0.9351,0.0004,0.0714,0.0002,0.8638,0.0646,12123,0,0,,0,,Low,0,0,-22.68,0,,Uttarakhand,India,Haridwar,3,85.16
392,OYO 12192 Hotel Polok,GTK148,IN,0.18,0.24,11381,85,22.56,0.27,0.2386,0.9579,0.0003,0.1598,0.0004,0.798,0.0418,10110,1,0.0118,0.402,56.12,56.12,Below Average,0,0,-22.56,0,0,Sikkim,India,Gangtok,3,85.5
393,OYO 15500 The Pando,NLR015,IN,0.11,0.14,3500,85,19.53,0.23,0.4497,0.9374,0,0.894,0,0.0434,0.0626,2370,2,0.0235,0.9054,21.57,10.78,Low,3.23,0.04,-16.3,0.1654,0.1497,Andhra Pradesh,India,Nellore,3,90.17
394,OYO 1194 Hotel Gulmohr,PUN069,IN,0.27,0.35,9868,85,43.05,0.51,0.4506,0.9625,0.0001,0.091,0.0008,0.8708,0.0374,8822,4,0.0471,0.2222,193.71,48.43,Below Average,2.32,0.03,-40.73,0.0539,0.012,Maharashtra,India,Pune,3,84.35
395,OYO 4963 Hotel Inderprasth,JAL023,IN,0.17,0.31,2463,85,15.96,0.19,0.5932,0.9147,0.0004,0.1153,0,0.7998,0.0849,1846,4,0.0471,0.3249,49.12,12.28,Average,0,0,-15.96,0,0,Punjab,India,Jalandhar,3,86.59
396,OYO 13097 Prayag Holidays,ALD046,IN,0.24,0.36,10819,84,18.84,0.22,0.4203,0.9539,0.0005,0.2357,0.0014,0.7173,0.0457,9646,4,0.0476,0.2976,63.31,15.83,Average,0,0,-18.84,0,0,Uttar Pradesh,India,Allahabad,3,84.29
397,OYO 15970 GB Oceania,PTB018,IN,0.11,0.16,2614,84,12.52,0.15,0.3783,0.7196,0.0005,0.7188,0,0.0008,0.2804,1562,1,0.0119,0.262,47.79,47.79,Low,0,0,-12.52,0,0,Andaman and Nicobar Islands,India,Port Blair,3,81.2
398,OYO 8190 Hotel Satyan Inn,SHI039,IN,0.17,0.26,5706,84,21.26,0.25,0.5149,0.843,0,0.7138,0,0.1292,0.157,4187,2,0.0238,0.9843,21.6,10.8,Below Average,0,0,-21.26,0,0,Maharashtra,India,Shirdi,3,80
399,OYO Flagship 137 Vijay nagar,IND137,IN,0.21,0.28,5567,84,27.44,0.33,0.517,0.8107,0.0004,0.2802,0.0002,0.5306,0.189,3932,4,0.0476,0.3102,88.45,22.11,Below Average,10.17,0.12,-17.27,0.3706,0.115,Madhya Pradesh,India,Indore,3,80.79
400,OYO Flagship 144 Noida Expressway NSEZ,NOD144,IN,0.16,0.23,2869,84,36.93,0.44,0.8247,0.9763,0,0.4925,0,0.4838,0.0237,2355,5,0.0595,0.3415,108.13,21.63,Above Average,0,0,-36.93,0,0,Uttar Pradesh,India,Noida,3,83.16
401,OYO 4782 Manzana Woodlet Cottage,MNL103,IN,0.27,0.49,7322,84,24.72,0.29,0.5093,0.9627,0,0.5049,0.0003,0.4575,0.0373,6319,5,0.0595,0.1605,154.06,30.81,Above Average,4.43,0.05,-20.29,0.1792,0.0288,Himachal Pradesh,India,Manali,3,85.47
402,OYO 9116 Thamburu International Hotel,TVM006,IN,0.25,0.88,13967,84,21.95,0.26,0.0568,0.9517,0,0.0662,0.0001,0.8854,0.0483,8366,7,0.0833,0.053,413.83,59.12,Low,4.15,0.05,-17.8,0.1891,0.01,Kerala,India,Thiruvananthapuram,3,85.1
403,OYO 12147 Hotel Vibrant,GNR027,IN,0.32,,3399,83,23.48,0.28,0.8835,0.9594,0.0003,0.2604,0,0.6993,0.0403,2649,6,0.0723,0.1185,198.19,33.03,Above Average,0,0,-23.48,0,0,Gujarat,India,Gandhinagar,3,83.97
404,Sidharath,SHM340,IN,0.11,0.29,2386,82,11.59,0.14,0.3261,0.9497,0.0245,0.2322,0,0.72,0.0478,1747,0,0,,0,,Low,0,0,-11.59,0,,Himachal Pradesh,India,Shimla,2,80.68
405,OYO 2295 Hotel Razia Inn,HSR002,IN,0.16,0.22,1229,82,9,0.11,0.9129,0.9902,0.0551,0.7469,0,0.2433,0.0098,1007,7,0.0854,0.0494,182.36,26.05,High,9.55,0.12,0.55,1.0611,0.0524,Haryana,India,Hissar,3,86.59
406,FabExpress CG International New Delhi Railway Station,DEL738,IN,0.42,0.43,11292,82,38.4,0.47,0.1948,0.843,0.0002,0.0371,0.0001,0.806,0.1568,8538,5,0.061,0.3459,111.01,22.2,Above Average,0,0,-38.4,0,0,Delhi,India,Delhi,3,81.35
407,OYO 13626 Hillway Guest House,HRD130,IN,0.21,0.26,2749,82,16.03,0.2,0.9811,0.9811,0,0.96,0,0.0211,0.0189,2258,8,0.0976,0.1083,148.03,18.5,High,2.27,0.03,-13.76,0.1416,0.0153,Uttarakhand,India,Haridwar,3,85.83
408,OYO 13820 Coco Retreat Farm,MBP007,IN,0.12,0.14,2215,82,9.34,0.11,0.7603,0.7639,0.0012,0.6483,0,0.1156,0.2361,1446,2,0.0244,0.1504,62.1,31.05,Average,0,0,-9.34,0,0,Tamil Nadu,India,Mahabalipuram,3,84.42
409,OYO 12765 Hotel Golden Rooms,TPI067,IN,0.19,0.28,3982,82,14.96,0.18,0.8081,0.8862,0.0006,0.4347,0,0.4518,0.1135,2882,6,0.0732,0.1055,141.85,23.64,Average,3.56,0.04,-11.4,0.238,0.0251,Andhra Pradesh,India,Tirupati,3,85.92
410,OYO 12742 Vasundhra Heights,BLY035,IN,0.12,0.15,3462,82,14.04,0.17,0.5402,0.9581,0.0003,0.043,0,0.9154,0.0416,3025,1,0.0122,1.5228,9.22,9.22,Below Average,0,0,-14.04,0,0,Uttar Pradesh,India,Bareilly,3,82.13
411,OYO 14473 Aaradhya,MBL076,IN,0.12,0.22,4003,82,14.71,0.18,0.6038,0.9385,0.0003,0.3607,0,0.5778,0.0615,3205,1,0.0122,1.2157,12.1,12.1,Low,0,0,-14.71,0,0,Maharashtra,India,Mahabaleshwar,3,85.11
412,OYO 15741 Z Inn,PUN380,IN,0.21,0.22,1394,82,13.32,0.16,0.9857,0.9857,0,0.9857,0,0,0.0143,1172,2,0.0244,0.5769,23.09,11.54,Above Average,0,0,-13.32,0,0,Maharashtra,India,Pune,3,82.86
413,OYO 8759 Hotel Adore Palace,MUM003,IN,0.45,0.48,11601,81,42.47,0.52,0.2091,0.8919,0.0007,0.2267,0.0005,0.6653,0.1075,8511,6,0.0741,0.085,499.83,83.3,Average,0,0,-42.47,0,0,Maharashtra,India,Mumbai,3,69.96
414,OYO 16082 Hotel Imperial Corner,PTL019,IN,0.15,0.24,3008,81,23.06,0.28,0.9957,0.9957,0.0003,0.9953,0,0.0003,0.0043,2118,2,0.0247,0.5272,43.74,21.87,Below Average,6.55,0.08,-16.51,0.284,0.1497,Punjab,India,Patiala,3,83.36
415,OYO 12245 Park Royal,CHA346,IN,0.19,0.31,2686,81,13.41,0.17,0.5938,0.9151,0.0012,0.1113,0,0.8049,0.0838,1998,10,0.1235,0.0518,259.12,25.91,High,0,0,-13.41,0,0,Haryana,India,Panchkula,3,86.02
416,OYO 9068 Hotel Green View,NOD016,IN,0.14,0.34,4379,81,40.89,0.5,0.8895,0.9808,0,0.8022,0.0007,0.1779,0.0192,3555,8,0.0988,0.3043,134.38,16.8,High,0,0,-40.89,0,0,Uttar Pradesh,India,Noida,3,84.12
417,OYO 14372 Varty's Hillside Huts,GOA1544,IN,0.11,0.26,6830,81,13.65,0.17,0.1189,0.7861,0.0004,0.1821,0.0006,0.6035,0.2138,4497,0,0,,0,,Low,0,0,-13.65,0,,Goa,India,Velha Goa,3,83.65
418,OYO 9611 near Chamundi Hills,MYS088,IN,0.2,0.66,29521,80,38.48,0.48,0.1304,0.9181,0.0003,0.0342,0.0001,0.884,0.0817,21407,4,0.05,0.9067,42.44,10.61,Below Average,3.21,0.04,-35.27,0.0834,0.0756,Karnataka,India,Mysore,3,84.51
419,OYO 6738 Home Stay Titos,GOA445,IN,0.11,0.23,5294,80,11.33,0.14,0.4392,0.946,0.0048,0.3085,0.0021,0.6362,0.0533,3753,0,0,,0,,Low,0,0,-11.33,0,,Goa,India,Velha Goa,3,85.42
420,OYO 10704 Hotel Lake Haveli,UDP156,IN,0.2,0.3,7905,80,26.58,0.33,0.4754,0.9041,0,0.1331,0,0.771,0.0959,6226,2,0.025,0.366,72.62,36.31,Average,0,0,-26.58,0,0,Rajasthan,India,Udaipur,3,83.44
421,OYO 12370 Royal Sarava,DRG094,IN,0.12,0.26,11709,79,17.13,0.22,0.1672,0.9347,0.0005,0.1437,0,0.7913,0.0651,8690,1,0.0127,0.4861,35.24,35.24,Low,0,0,-17.13,0,0,West Bengal,India,Darjeeling,3,82.34
422,OYO 12945 Hotel President,GNR033,IN,0.42,0.44,4532,79,30.61,0.39,0.2098,0.9351,0.0002,0.2427,0.0007,0.692,0.0647,2627,4,0.0506,0.1789,171.07,42.77,Above Average,0,0,-30.61,0,0,Gujarat,India,Gandhinagar,3,81.88
423,OYO 8065 Map5 Inn,GOA723,IN,0.15,0.41,5222,79,17.99,0.23,0.3916,0.8853,0,0.1982,0.0002,0.6869,0.1147,3702,2,0.0253,0.3639,49.44,24.72,Low,0,0,-17.99,0,0,Goa,India,Pernem,3,83.92
424,OYO 7578 Hotel Luck Residency,DEL689,IN,0.12,0.19,486,79,12.78,0.16,0.9342,0.9383,0,0.9156,0,0.0226,0.0617,407,2,0.0253,0.5483,23.31,11.66,Low,0,0,-12.78,0,0,Delhi,India,Delhi,3,80.17
425,OYO 8648 Kyipo Khang Cottage BnB,MNL197,IN,0.28,0.56,6219,79,26.59,0.34,0.5544,0.969,0,0.5015,0.0002,0.4673,0.031,5467,2,0.0253,0.1943,136.87,68.44,Above Average,0,0,-26.59,0,0,Himachal Pradesh,India,Manali,3,82.31
426,OYO 10452 Aiban's Guest House,SHL031,IN,0.12,0.27,11973,79,10.98,0.14,0.0441,0.943,0.0002,0.0952,0,0.8479,0.0569,8193,0,0,,0,,Low,0,0,-10.98,0,,Meghalaya,India,Shillong,3,83.58
427,OYO 6757 Moriz Inn Boutique Hotel,MYS058,IN,0.12,0.14,1033,79,13.65,0.17,0.9409,0.9439,0.002,0.9419,0,0.0019,0.0561,795,6,0.0759,0.0536,254.64,42.44,High,0,0,-13.65,0,0,Karnataka,India,Mysore,3,80.63
428,OYO 12825 Omkara Homestay,KAS050,IN,0.12,0.2,16400,79,20.7,0.26,0.0266,0.8816,0.0003,0.089,0.0001,0.7927,0.1182,10929,0,0,,0,,Low,0,0,-20.7,0,,Himachal Pradesh,India,Kasauli,3,81.22
429,OYO 3663 Hotel Seven Hills,MUM280,IN,0.34,0.47,4275,79,27.81,0.35,0.2896,0.9415,0,0.0847,0,0.8568,0.0585,3051,4,0.0506,0.18,154.49,38.62,High,0,0,-27.81,0,0,Maharashtra,India,Mumbai,3,80.47
430,OYO 14465 Hotel Cozy Residency,JBP041,IN,0.17,0.23,3626,79,15.9,0.2,0.8828,0.9476,0,0.4424,0.0022,0.503,0.0524,3269,3,0.038,0.5542,28.69,9.56,Above Average,0,0,-15.9,0,0,Madhya Pradesh,India,Jabalpur,3,85.65
431,OYO 8363 Hotel Royal NS,MUM535,IN,0.2,0.43,3868,78,35.75,0.46,0.5928,0.9271,0,0.6466,0,0.2805,0.0729,2831,5,0.0641,0.2192,163.12,32.62,Above Average,2.92,0.04,-32.83,0.0817,0.0179,Maharashtra,India,Mumbai,3,83.37
432,OYO 11747 Hotel Sai Comforts,MUM643,IN,0.14,0.3,3323,78,21.28,0.27,0.5269,0.9163,0,0.2811,0.0009,0.6344,0.0837,2712,2,0.0256,0.5722,37.19,18.6,Below Average,0,0,-21.28,0,0,Maharashtra,India,Mumbai,3,87.11
433,OYO 2776 Hotel Pearl,KAR006,IN,0.21,0.22,4195,78,14.26,0.18,0.9302,0.9619,0.0005,0.2868,0,0.6751,0.0381,3773,6,0.0769,0.1747,81.64,13.61,Above Average,3.11,0.04,-11.15,0.2181,0.0381,Haryana,India,Karnal,3,88.63
434,OYO 9378 Home Stay near Baga Beach,GOA831,IN,0.11,0.17,6348,78,13.81,0.18,0.6755,0.7583,0,0.3297,0.0002,0.4285,0.2417,4012,1,0.0128,1.3408,10.3,10.3,Above Average,0,0,-13.81,0,0,Goa,India,Baga,3,84.57
435,OYO 9197 Krishna Residency,PUR129,IN,0.14,0.21,25118,78,21.85,0.28,0.1182,0.9223,0.0003,0.0905,0.0004,0.8316,0.0774,20724,1,0.0128,1.8454,11.84,11.84,Low,0,0,-21.85,0,0,Odisha,India,Puri,3,84.15
436,OYO 16437 Hotel Alwar Inn,ALW026,IN,0.13,0.26,5779,78,17.29,0.22,0.9524,0.9567,0.0007,0.4117,0.0009,0.5442,0.0433,5312,2,0.0256,0.2878,60.08,30.04,Below Average,0,0,-17.29,0,0,Rajasthan,India,Alwar,3,81.72
437,Edition O 30002 BHEL Hyderabad,HYD592,IN,0.13,0.16,1096,77,8.15,0.11,0.8951,0.9535,0.0142,0.9489,0,0.0046,0.0465,906,0,0,,0,,High,0,0,-8.15,0,,Telangana,India,Hyderabad,4,90.24
438,OYO 10245 Hotel Ratan Haveli,PUS019,IN,0.12,0.14,1680,77,10.45,0.14,0.8744,0.8744,0,0.4827,0,0.3917,0.1256,959,3,0.039,0.2966,35.23,11.74,Below Average,0,0,-10.45,0,0,Rajasthan,India,Pushkar,3,80.93
